"Col_ID","Group_Time","pct_miss","mean_nrmse","sd_nrmse","group"
"S28_T2","HR_T2",51.0358767054068,0.258508278388944,0.0279684825152899,"high_miss"
"S10_T2","HR_T2",30.8236483072259,0.186598670459206,0.0144517467192762,"high_miss"
"S03_T1","HR_T1",29.6614451743305,0.203857880903043,0.0158229757929249,"high_miss"
"S06_T1","LR_T1",25.3158160687216,0.145919945783971,0.010351033459628,"high_miss"
"S21_T3","LR_T3",21.1723092470945,0.153984647459113,0.00942532675687025,"high_miss"
"S06_T2","LR_T2",4.74987367357251,0.123279241339221,0.0114050382247391,"low_miss"
"S22_T2","HR_T2",4.80040424456796,0.127168822481934,0.0085672441264357,"low_miss"
"S05_T2","LR_T2",5.05305709954522,0.124913912635634,0.00907726292400054,"low_miss"
"S30_T2","LR_T2",5.05305709954522,0.120535254164125,0.00893376363128964,"low_miss"
"S04_T2","LR_T2",5.5078322385043,0.199240591364675,0.0243496171498777,"low_miss"
